facility_id,financial_year_end,reporting_year,reporting_entity,facility_name,row_type,state,grid_connected,grid,primary_fuel,electricity_production_gj,electricity_production_mwh,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_mwh,jv_double_counted
153,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,On,NEM,Landfill Gas,57621.0,16006.0,1222.0,1.0,1223,0.08,False
107,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,On,NEM,Landfill Gas,0.0,0.0,0.0,0.0,0,0.0,False
109,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,On,NEM,Landfill Gas,769.0,214.0,19.0,4.0,23,0.09,False
110,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,On,NEM,Landfill Gas,17023.0,4729.0,363.0,5.0,368,0.08,False
114,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,On,NEM,Landfill Gas,192288.0,53413.0,3519.0,3.0,3522,0.07,False
361,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,On,NEM,Landfill Gas,0.0,0.0,0.0,0.0,0,0.0,False
145,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,On,NEM,Landfill Gas,0.0,0.0,0.0,4.0,4,0.0,False
134,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,F,NT,Off,Off-grid,Gas,1054485.0,292912.0,153074.0,0.0,153074,0.52,False
142,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,F,NT,On,DKIS,Gas,776327.0,215646.0,100836.0,0.0,100836,0.47,False
442,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broome LNG Power Station,F,WA,Off,Off-grid,Gas,513632.0,142676.0,80902.0,20.0,80922,0.57,False
444,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,Off,Off-grid,Gas,124235.0,34510.0,21034.0,0.0,21034,0.61,False
446,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,Off,Off-grid,Gas,53843.0,14956.0,9331.0,0.0,9331,0.62,False
448,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,Off,Off-grid,Gas,41342.0,11484.0,7543.0,0.0,7543,0.66,False
563,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD power Station,F,WA,Off,Off-grid,Diesel,10320.0,2867.0,2123.0,0.0,2123,0.74,False
511,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,468577.0,130160.0,72247.0,16.0,72263,0.56,False
512,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,317860.0,88294.0,50317.0,7.0,50324,0.57,False
137,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,1509962.0,419434.0,242988.0,6.0,242994,0.58,False
758,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Alkimos Beach Community Battery,F,WA,On,SWIS,Battery,0.0,0.0,1.0,17.0,18,0.0,False
454,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,On,SWIS,Wind,6383.0,1773.0,33.0,0.0,33,0.02,False
85,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,On,SWIS,Gas,2906318.0,807311.0,307892.0,0.0,307892,0.38,False
86,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,On,SWIS,Black Coal,3481165.0,966990.0,920053.0,2651.0,922704,0.95,False
570,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,Off,Off-grid,Diesel,11571.0,3214.0,1264.0,0.0,1264,0.39,False
571,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,Off,Off-grid,Diesel,19460.0,5405.0,2434.0,0.0,2434,0.45,False
93,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,On,SWIS,Wind,7717.0,2144.0,0.0,0.0,0,0.0,False
94,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,On,SWIS,Gas,31036.0,8621.0,8159.0,0.0,8159,0.95,False
759,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Battery Energy Storage Site,F,WA,On,SWIS,Battery,0.0,0.0,609.0,5789.0,6398,0.0,False
95,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,On,SWIS,Gas,3100329.0,861203.0,455259.0,281.0,455540,0.53,False
96,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,On,SWIS,Black Coal,11521966.0,3200546.0,3091936.0,864.0,3092800,0.97,False
97,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,On,SWIS,Gas,21555.0,5988.0,4537.0,0.0,4537,0.76,False
98,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,On,SWIS,Gas,1984182.0,551162.0,569715.0,0.0,569715,1.03,False
760,2024,2023-24,ELECTRICITY GENERATION AND RETAIL CORPORATION,VPP4S,F,WA,On,SWIS,Battery,0.0,0.0,0.0,73.0,73,0.0,False
514,2024,2023-24,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,On,SWIS,Diesel,1811.0,503.0,363.0,0.0,363,0.72,False
654,2024,2023-24,POTENTIA ENERGY GROUP PTY LTD,Bungala One Solar Farm,F,SA,On,NEM,Solar,762465.0,211796.0,14.0,0.0,14,0.0,False
655,2024,2023-24,POTENTIA ENERGY GROUP PTY LTD,Bungala Two Solar Farm,F,SA,On,NEM,Solar,822031.0,228342.0,14.0,0.0,14,0.0,False
761,2024,2023-24,POTENTIA ENERGY GROUP PTY LTD,Cohuna Solar Farm,F,VIC,On,NEM,Solar,101590.0,28219.0,14.0,0.0,14,0.0,False
515,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,Off,Off-grid,Diesel,7102.0,1973.0,1420.0,0.0,1420,0.72,False
516,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,Off,Off-grid,Diesel,6474.0,1798.0,1330.0,0.0,1330,0.74,False
517,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,Off,Off-grid,Diesel,12047.0,3346.0,2442.0,0.0,2442,0.73,False
518,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,Off,Off-grid,Wind,52066.0,14463.0,3727.0,0.0,3727,0.26,False
519,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,Off,Off-grid,Diesel,7706.0,2141.0,1552.0,0.0,1552,0.73,False
522,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,Off,Off-grid,Gas,28775.0,7993.0,5500.0,0.0,5500,0.69,False
524,2024,2023-24,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Facility,F,WA,Off,Off-grid,Diesel,9346.0,2596.0,1966.0,0.0,1966,0.76,False
572,2024,2023-24,ENERGY QUEENSLAND LIMITED,Aurukun Remote generation,F,QLD,Off,Off-grid,Diesel,23731.0,6592.0,4393.0,0.0,4393,0.67,False
573,2024,2023-24,ENERGY QUEENSLAND LIMITED,Badu Island Remote Generation,F,QLD,Off,Off-grid,Diesel,12381.0,3439.0,2372.0,0.0,2372,0.69,False
574,2024,2023-24,ENERGY QUEENSLAND LIMITED,Bamaga Remote Generation,F,QLD,Off,Off-grid,Diesel,63002.0,17500.0,11576.0,0.0,11576,0.66,False
457,2024,2023-24,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,On,NEM,Gas,21220.0,5894.0,7440.0,370.0,7810,1.26,False
575,2024,2023-24,ENERGY QUEENSLAND LIMITED,Bedourie Remote Generation,F,QLD,Off,Off-grid,Diesel,4736.0,1315.0,873.0,0.0,873,0.66,False
576,2024,2023-24,ENERGY QUEENSLAND LIMITED,Birdsville Remote Generation,F,QLD,Off,Off-grid,Diesel,5529.0,1536.0,980.0,0.0,980,0.64,False
577,2024,2023-24,ENERGY QUEENSLAND LIMITED,Boigu Island Remote Generation,F,QLD,Off,Off-grid,Diesel,4722.0,1312.0,962.0,0.0,962,0.73,False
578,2024,2023-24,ENERGY QUEENSLAND LIMITED,Boulia Remote Generation,F,QLD,Off,Off-grid,Diesel,11207.0,3113.0,2184.0,0.0,2184,0.7,False
579,2024,2023-24,ENERGY QUEENSLAND LIMITED,Burketown Remote Generation,F,QLD,Off,Off-grid,Diesel,8613.0,2392.0,1516.0,0.0,1516,0.63,False
580,2024,2023-24,ENERGY QUEENSLAND LIMITED,Camooweal Remote Generation,F,QLD,Off,Off-grid,Diesel,7993.0,2220.0,1523.0,0.0,1523,0.69,False
581,2024,2023-24,ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,F,QLD,Off,Off-grid,Diesel,3928.0,1091.0,777.0,0.0,777,0.71,False
582,2024,2023-24,ENERGY QUEENSLAND LIMITED,Coen Remote Generation,F,QLD,Off,Off-grid,Diesel,6721.0,1867.0,1198.0,0.0,1198,0.64,False
583,2024,2023-24,ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,F,QLD,Off,Off-grid,Diesel,5962.0,1656.0,1168.0,0.0,1168,0.71,False
584,2024,2023-24,ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,F,QLD,Off,Off-grid,Diesel,3808.0,1058.0,760.0,0.0,760,0.72,False
722,2024,2023-24,ENERGY QUEENSLAND LIMITED,Domain Shopping centre Solar Farm,F,QLD,Off,Off-grid,Solar,7427.0,2063.0,0.0,0.0,0,0.0,False
585,2024,2023-24,ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,F,QLD,Off,Off-grid,Diesel,27002.0,7501.0,4745.0,0.0,4745,0.63,False
525,2024,2023-24,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,On,NEM,Diesel,4031.0,1120.0,733.0,383.0,1116,0.65,False
526,2024,2023-24,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,On,NEM,Diesel,3286.0,913.0,643.0,0.0,643,0.7,False
723,2024,2023-24,ENERGY QUEENSLAND LIMITED,Grand Central Shopping Centre Solar Farm,F,QLD,Off,Off-grid,Solar,4484.0,1246.0,0.0,0.0,0,0.0,False
586,2024,2023-24,ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,Off,Off-grid,Diesel,25209.0,7003.0,4886.0,0.0,4886,0.7,False
587,2024,2023-24,ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,Off,Off-grid,Diesel,3455.0,960.0,714.0,0.0,714,0.74,False
588,2024,2023-24,ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,Off,Off-grid,Diesel,4669.0,1297.0,860.0,0.0,860,0.66,False
589,2024,2023-24,ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,Off,Off-grid,Diesel,19991.0,5553.0,3664.0,0.0,3664,0.66,False
590,2024,2023-24,ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,Off,Off-grid,Diesel,9151.0,2542.0,1662.0,0.0,1662,0.65,False
591,2024,2023-24,ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,Off,Off-grid,Diesel,11532.0,3203.0,2157.0,0.0,2157,0.67,False
724,2024,2023-24,ENERGY QUEENSLAND LIMITED,Logan Hyperdome Solar Farm,F,QLD,Off,Off-grid,Solar,21721.0,6034.0,0.0,0.0,0,0.0,False
592,2024,2023-24,ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,Off,Off-grid,Diesel,4228.0,1174.0,868.0,0.0,868,0.74,False
593,2024,2023-24,ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,Off,Off-grid,Diesel,7021.0,1950.0,1245.0,0.0,1245,0.64,False
594,2024,2023-24,ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,Off,Off-grid,Diesel,7407.0,2057.0,1438.0,0.0,1438,0.7,False
595,2024,2023-24,ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,Off,Off-grid,Diesel,32987.0,9163.0,6433.0,0.0,6433,0.7,False
596,2024,2023-24,ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,Off,Off-grid,Diesel,12256.0,3405.0,2302.0,0.0,2302,0.68,False
725,2024,2023-24,ENERGY QUEENSLAND LIMITED,Robina Shopping Centre Solar Farm,F,QLD,Off,Off-grid,Solar,23465.0,6518.0,0.0,0.0,0,0.0,False
597,2024,2023-24,ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,Off,Off-grid,Diesel,6650.0,1847.0,1292.0,0.0,1292,0.7,False
598,2024,2023-24,ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,Off,Off-grid,Diesel,2076.0,576.0,416.0,0.0,416,0.72,False
599,2024,2023-24,ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,Off,Off-grid,Diesel,102796.0,28554.0,19012.0,0.0,19012,0.67,False
600,2024,2023-24,ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,Off,Off-grid,Diesel,4504.0,1251.0,974.0,0.0,974,0.78,False
601,2024,2023-24,ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,Off,Off-grid,Diesel,17638.0,4899.0,3343.0,0.0,3343,0.68,False
726,2024,2023-24,ENERGY QUEENSLAND LIMITED,Water Gardens Shopping Centre Solar Farm,F,VIC,Off,Off-grid,Solar,9361.0,2600.0,0.0,0.0,0,0.0,False
602,2024,2023-24,ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,Off,Off-grid,Diesel,4599.0,1278.0,842.0,0.0,842,0.66,False
603,2024,2023-24,ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,Off,Off-grid,Diesel,6473.0,1798.0,1202.0,0.0,1202,0.67,False
604,2024,2023-24,ENERGY QUEENSLAND LIMITED,York Island,F,QLD,Off,Off-grid,Diesel,5857.0,1627.0,1148.0,0.0,1148,0.71,False
762,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,EnergyAustralia Virtual Power Plant (EA VPP),F,VIC,On,NEM,Battery,0.0,0.0,0.0,0.0,0,0.0,False
460,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,On,NEM,Gas,186870.0,51908.0,43999.0,719.0,44718,0.85,False
81,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,F,VIC,On,NEM,Gas,162478.0,45133.0,34838.0,4958.0,39796,0.77,False
158,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,On,NEM,Black Coal,23879946.0,6633318.0,5663394.0,8944.0,5672338,0.85,False
82,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,F,VIC,On,NEM,Gas,910481.0,252911.0,136733.0,19168.0,155901,0.54,False
159,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,On,NEM,Gas,2182127.0,606146.0,249798.0,7213.0,257011,0.41,False
727,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Virtual Power Plant,F,VIC,Off,Off-grid,Solar,8820.0,2450.0,0.0,0.0,0,0.0,False
161,2024,2023-24,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,On,NEM,Brown Coal,28822338.0,8006205.0,10344727.0,157353.0,10502080,1.29,False
527,2024,2023-24,ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,On,NEM,Diesel,0.0,0.0,0.0,0.0,0,0.0,False
763,2024,2023-24,EWP AUSTRALIA PTY LTD,Columboola Solar Farm Hold Co Pty Ltd,F,QLD,On,NEM,Solar,1069886.0,297190.0,58.0,2676.0,2734,0.0,False
368,2024,2023-24,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,Off,Off-grid,Gas,99683.0,27690.0,19633.0,0.0,19633,0.71,False
656,2024,2023-24,FINLEY SOLAR HOLDINGS PTY LTD,Finley Solar Farm,F,NSW,On,NEM,Solar,980919.0,272477.0,0.0,843.0,843,0.0,False
492,2024,2023-24,FORTESCUE LTD,Solomon Power Station,F,WA,Off,Off-grid,Gas,2270675.0,630743.0,316859.0,0.0,316859,0.5,False
657,2024,2023-24,FS OAKEY 2 PTY LTD,Oakey 2 Solar Farm,F,QLD,On,NEM,Solar,358328.0,99536.0,0.0,0.0,0,0.0,False
686,2024,2023-24,GENEX POWER LIMITED,Jemalong PV Asset Pty Ltd as Trustee for the Jemalong PV Asset Trust,F,NSW,On,NEM,Solar,404145.0,112262.0,0.0,632.0,632,0.0,False
528,2024,2023-24,GENEX POWER LIMITED,Kidston Solar One - Solar – Qld,F,QLD,On,NEM,Solar,395600.0,109889.0,0.0,1110.0,1110,0.0,False
679,2024,2023-24,GENTARI RENEWABLES AUSTRALIA PTY LTD,Clermont Solar Farm,F,QLD,On,NEM,Solar,579402.0,160945.0,58.0,3434.0,3492,0.0,False
680,2024,2023-24,GENTARI RENEWABLES AUSTRALIA PTY LTD,Wemen Solar Farm,F,VIC,On,NEM,Solar,438948.0,121930.0,169.0,1267.0,1436,0.0,False
285,2024,2023-24,GENUITY PTY LTD,Millmerran Power Station (facility),F,QLD,On,NEM,Black Coal,21140477.0,5872355.0,4890774.0,3209.0,4893983,0.83,False
765,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank 2 Wind farm,F,VIC,On,NEM,Wind,830378.0,230661.0,79.0,932.0,1011,0.0,False
688,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Berrybank Wind farm,F,VIC,On,NEM,Wind,1785124.0,495868.0,124.0,1064.0,1188,0.0,False
605,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,F,NSW,On,NEM,Wind,646669.0,179630.0,67.0,181.0,248,0.0,False
766,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 3 Windfarm,F,NSW,On,NEM,Wind,0.0,0.0,867.0,0.0,867,0.0,False
767,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Cunderdin Solar/BESS,F,WA,On,SWIS,Solar,0.0,0.0,831.0,0.0,831,0.0,False
847,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Hawkesdale Windfarm,F,VIC,On,NEM,Wind,1336.0,371.0,429.0,67.0,496,1.16,False
729,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Queanbeyan Battery Energy Storage System,F,ACT,On,NEM,Battery,0.0,0.0,1.0,964.0,965,0.0,False
768,2024,2023-24,GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Ryans Corner Windfarm,F,VIC,On,NEM,Wind,0.0,0.0,657.0,582.0,1239,0.0,False
463,2024,2023-24,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,On,SWIS,Gas,103595.0,28776.0,19164.0,0.0,19164,0.67,False
689,2024,2023-24,GOONUMBLA HOLDINGS CO PTY. LTD.,Goonumbla Solar Farm,F,NSW,On,NEM,Solar,524245.0,145624.0,17.0,390.0,407,0.0,False
659,2024,2023-24,HUGHENDEN SOLAR FARM HOLDCO PTY LTD,HUGHENDEN SOLAR FARM,F,QLD,On,NEM,Solar,98614.0,27393.0,0.0,376.0,376,0.0,False
174,2024,2023-24,HYDRO POWER PTY. LIMITED,Wyangala A,F,NSW,On,NEM,Hydro,222399.0,61778.0,0.0,0.0,0,0.0,False
466,2024,2023-24,HYDRO POWER PTY. LIMITED,Wyangala B,F,NSW,On,NEM,Hydro,34810.0,9669.0,0.0,0.0,0,0.0,False
770,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Bastyan,F,TAS,On,NEM,Hydro,965799.0,268278.0,7.0,32.0,39,0.0,False
771,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Butlers Gorge inc Nieterana,F,TAS,On,NEM,Hydro,248640.0,69067.0,6.0,104.0,110,0.0,False
772,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Catagunya,F,TAS,On,NEM,Hydro,677444.0,188179.0,14.0,31.0,45,0.0,False
773,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cethana,F,TAS,On,NEM,Hydro,921052.0,255848.0,134.0,586.0,720,0.0,False
774,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Cluny,F,TAS,On,NEM,Hydro,250177.0,69494.0,2.0,11.0,13,0.0,False
775,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Devils Gate,F,TAS,On,NEM,Hydro,651306.0,180918.0,6.0,61.0,67,0.0,False
776,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Fisher & Rowallan,F,TAS,On,NEM,Hydro,325443.0,90401.0,11.0,151.0,162,0.0,False
777,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Gordon,F,TAS,On,NEM,Hydro,2810854.0,780793.0,23.0,77.0,100,0.0,False
778,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - John Butters,F,TAS,On,NEM,Hydro,2042166.0,567268.0,28.0,283.0,311,0.0,False
779,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Echo,F,TAS,On,NEM,Hydro,273908.0,76086.0,9.0,19.0,28,0.0,False
780,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Lower,F,TAS,On,NEM,Hydro,22245.0,6179.0,0.0,3.0,3,0.0,False
781,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lake Margaret Upper,F,TAS,On,NEM,Hydro,119869.0,33297.0,1.0,10.0,11,0.0,False
782,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Lemonthyme,F,TAS,On,NEM,Hydro,578016.0,160560.0,14.0,36.0,50,0.0,False
783,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Liapootah,F,TAS,On,NEM,Hydro,1335809.0,371058.0,17.0,40.0,57,0.0,False
784,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Mackintosh,F,TAS,On,NEM,Hydro,1052129.0,292258.0,121.0,379.0,500,0.0,False
785,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Meadowbank,F,TAS,On,NEM,Hydro,431584.0,119884.0,6.0,19.0,25,0.0,False
786,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Paloona,F,TAS,On,NEM,Hydro,305553.0,84876.0,8.0,10.0,18,0.0,False
787,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Parangana,F,TAS,On,NEM,Hydro,18770.0,5214.0,0.0,0.0,0,0.0,False
788,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Poatina,F,TAS,On,NEM,Hydro,4723265.0,1312018.0,8.0,922.0,930,0.0,False
789,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Reece,F,TAS,On,NEM,Hydro,2733651.0,759347.0,74.0,2262.0,2336,0.0,False
790,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Repulse,F,TAS,On,NEM,Hydro,414536.0,115149.0,7.0,10.0,17,0.0,False
791,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tarraleah,F,TAS,On,NEM,Hydro,1991480.0,553189.0,944.0,73.0,1017,0.0,False
792,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tods Corner,F,TAS,On,NEM,Hydro,0.0,0.0,0.0,4.0,4,0.0,False
793,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Trevallyn,F,TAS,On,NEM,Hydro,1239735.0,344371.0,0.0,54.0,54,0.0,False
794,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tribute,F,TAS,On,NEM,Hydro,762467.0,211796.0,24.0,39.0,63,0.0,False
795,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Tungatinah,F,TAS,On,NEM,Hydro,1354955.0,376377.0,31.0,88.0,119,0.0,False
796,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wayatinah,F,TAS,On,NEM,Hydro,779458.0,216516.0,0.0,37.0,37,0.0,False
797,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Hydro Power Station - Wilmot,F,TAS,On,NEM,Hydro,294939.0,81928.0,6.0,25.0,31,0.0,False
798,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Power Station - Flinders Island,F,TAS,Off,Off-grid,Wind,18690.0,5192.0,1769.0,0.0,1769,0.34,False
848,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Power Station - King Island,F,TAS,Off,Off-grid,Diesel,52607.0,14613.0,6924.0,0.0,6924,0.47,False
800,2024,2023-24,HYDRO-ELECTRIC CORPORATION,Power Station - Tamar Valley,F,TAS,On,NEM,Gas,839303.0,233140.0,112140.0,1100.0,113240,0.48,False
217,2024,2023-24,IBERDROLA AUSTRALIA LIMITED,Alinta Wind Farm,F,WA,On,SWIS,Wind,938742.0,260762.0,81.0,940.0,1021,0.0,False
849,2024,2023-24,IBERDROLA AUSTRALIA LIMITED,Avonlie Solar Farm,F,NSW,On,NEM,Solar,1512221.0,420062.0,89.0,2342.0,2431,0.0,False
611,2024,2023-24,IBERDROLA AUSTRALIA LIMITED,Bodangora Wind Farm,F,NSW,On,NEM,Wind,1012211.0,281170.0,92.0,605.0,697,0.0,False
801,2024,2023-24,IBERDROLA AUSTRALIA LIMITED,Bolivar Power Station,F,SA,On,NEM,Gas,155868.0,43297.0,23494.0,209.0,23703,0.54,False
219,2024,2023-24,IBERDROLA AUSTRALIA LIMITED,Capital Wind Farm,F,NSW,On,NEM,Wind,1084887.0,301358.0,194.0,817.0,1011,0.0,False
